Individual ID (paper),delta13ccol,delta15n,delta13cap,C/N,RCYBP,Error,MidPoint,PeriodName,PeriodID,age,sex,site,Setting2,Setting,Estimated Latitude,Estimated Longitude,material,body part,source,
F 62-2,-12.87,12.77,-8.68,3.31,122,22,107,Historic,0,young adult 18-25,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
10: Feature 64-1,-16.2,9.6,,,,,115,Historic,0,,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen,bone,Huebner 1994,
11: Feature 64-4,-14.6,10.8,,,,,115,Historic,0,,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen,bone,Huebner 1994,
9: Feature 63,-13.6,10.9,,,,,115,Historic,0,,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen,bone,Huebner 1994,
6: Feature 62-2,-11.7,11.3,,,,,115,Historic,0,,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen,bone,Huebner 1994,
F 63-1,-13.69,12.65,-4.43,3.57,162,24,175,Historic,0,young adult 25-35,U,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
F 64-4,-13.09,12.06,-6.41,3.4,215,21,180,Historic,0,young adult 18-20,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
F 64-1,-15.54,10.89,-11.17,3.39,225,23,196,Historic,0,older child 6-10,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
Fea 92-2,-15.7,10.4,-10.4,3.2,,,210,Historic,0,40-50,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
B10A (1948),-16.46,13.01,-14.04,3.26,252,25,297,Historic,0,,U,41HG1,Coast,TCP,26.4294878,-98.2039096,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
7: Feature 61,-15.7,9.8,,,,,300,Historic,0,,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen,bone,Huebner 1994,
Fea 61a,-15.02,11.27,-7.87,3.36,256,24,300,Historic,0,adult 25-35,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
5: Feature 30,-14.7,10.6,,,,,300,Historic,0,,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen,bone,Huebner 1994,
F 62-1,-12.02,12.6,-7.17,3.31,279,24,375,Historic,0,young adult 25-35,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
Fea 92-1a,-13,11.6,-6.3,3.4,,,435,Late Prehistoric,5,30-50,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
F 65,-13.89,12.32,-13.59,3.29,377,35,436,Late Prehistoric,5,middle adult 30-50,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-2,-8.95,11.93,-6.13,3.19,379,29,446,Late Prehistoric,5,adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
F 82a,-15.9,11.1,-10.6,3.34,424,26,494,Late Prehistoric,5,adult 25-50,U,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
F 87,-12.32,11.59,-7.6,3.32,454,24,508,Late Prehistoric,5,middle adult 30-50,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
F 86,-13.59,11.36,-8.76,3.34,456,25,509,Late Prehistoric,5,middle adult 30-50,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
F 84,-13.67,11.05,-9.44,3.37,458,29,510,Late Prehistoric,5,old adult 50+,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
F 92-2,-15.72,9.22,-10.89,3.28,463,26,512,Late Prehistoric,5,older adult 40-50,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
F 235A,-15.18,10.1,-10.66,3.2,490,25,521,Late Prehistoric,5,young adult 20-30,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
Fea 30,-14.11,12.26,-5.61,3.29,518,23,532,Late Prehistoric,5,Indeterminate,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
F 92-1b,-15.03,11.1,-6.05,3.27,530,28,538,Late Prehistoric,5,adolescent,U,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
Fea 86,-13.9,11.1,-8.4,3.3,,,558,Late Prehistoric,5,35-45,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
Fea 87,-12.7,11.3,-9,3.3,,,590,Late Prehistoric,5,35-39,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
Fea 84,-12.5,10.9,-7.4,3.4,,,593,Late Prehistoric,5,50,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
F 25,-12.17,11.92,-8.09,3.35,635,23,594,Late Prehistoric,5,middle adult 30-50,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
F 235D,-12.85,11.44,-7.18,3.39,633,23,595,Late Prehistoric,5,older adult 35-45,U,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
F 235B,-14.8,11.06,-7.07,3.29,567,25,599,Late Prehistoric,5,older child 6-10,U,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
F 35,-10.8,12.33,-8.1,3.25,661,24,602,Late Prehistoric,5,middle adult 30-50,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
F 235E,-12.88,11.59,-6.77,3.44,583,25,604,Late Prehistoric,5,middle adult 30-50,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
F 92-1a,-13.43,11.05,-7.21,3.28,597,22,605,Late Prehistoric,5,middle adult 30-50,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
8: Feature 87,-13.7,9.5,,,,,615,Late Prehistoric,5,,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen,bone,Huebner 1994,
3,-12.7,10.2,-8.9,3.4,,,615,Late Prehistoric,5,10-15,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
F 235C,-13.29,11.66,-6.64,3.43,665,24,631,Late Prehistoric,5,older adult 40-50,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
15,-16.5,11.1,,,670,35,632,Late Prehistoric,5,,U,Harris County Boys School (41HR80),Coast,TCP,28.9643391,-95.5074928,collagen,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
Fea 52,-11.9,11.5,-5.7,3.3,,,643,Late Prehistoric,5,Unknown,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
4,-16.39,11.44,-7.82,3.24,888,36,785,Late Prehistoric I,5,,U,41CF2,Coast,TCP,26.1251353,-97.4758156,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
7,-10.7,11.6,-7.4,3.4,,,863,Late Prehistoric I,5,35-50,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
1,-19.2,10.3,-12.7,,1070,90,984,Late Prehistoric I,5,11,F,Blue Bayou (41VT94),Coast,TCP,28.7434778,-96.4914388,collagen and apatite,bone,Huebner and Comuzzie 1992,
No #,-13.16,11.45,-7.05,3.26,1100,26,1001,Late Prehistoric I,5,,U,41CF2,Coast,TCP,26.1251353,-97.4758156,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
5,-13.98,11.48,-6.8,3.31,1111,26,1009,Late Prehistoric I,5,,U,41CF2,Coast,TCP,26.1251353,-97.4758156,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
5,-12.5,10.9,-8,3.5,,,1013,Late Prehistoric I,5,20-50+,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
2,-12.1,11.3,-8.5,3.5,,,1013,Late Prehistoric I,5,50,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
24,-17.8,,-10.8,,1120,80,1036,Late Prehistoric I,5,7,M,Blue Bayou (41VT94),Coast,TCP,28.7434778,-96.4914388,collagen and apatite,bone,Huebner and Comuzzie 1992,
17,-17.1,9.9,-10.1,3.3,,,1050,Late Prehistoric I,5,18-22,F,Harris County Boys School (41HR80),Coast,TCP,28.9643391,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
9,-16.9,10.1,-9.8,3.3,,,1050,Late Prehistoric I,5,20-30,F,Harris County Boys School (41HR80),Coast,TCP,28.9643391,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
16,-16.7,10.6,-9.8,3.3,,,1050,Late Prehistoric I,5,30-40,M,Harris County Boys School (41HR80),Coast,TCP,28.9643391,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
1,-16.7,10.2,-10.3,3.3,,,1050,Late Prehistoric I,5,30-40,M,Harris County Boys School (41HR80),Coast,TCP,28.9643391,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
4,-16.7,9.8,-9.7,3.4,,,1050,Late Prehistoric I,5,30-40,F,Harris County Boys School (41HR80),Coast,TCP,28.9643391,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
9A,-16.4,10.1,-9.5,3.3,,,1050,Late Prehistoric I,5,20-30,F,Harris County Boys School (41HR80),Coast,TCP,28.9643391,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
5,-15.9,10.2,-9.3,3.3,,,1050,Late Prehistoric I,5,30-40,M,Harris County Boys School (41HR80),Coast,TCP,28.9643391,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
14,-15.7,10.1,-9.5,3.3,,,1050,Late Prehistoric I,5,30-35,M,Harris County Boys School (41HR80),Coast,TCP,28.9643391,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
20,-15.1,10.4,-8.9,3.2,,,1050,Late Prehistoric I,5,30-40,F,Harris County Boys School (41HR80),Coast,TCP,28.9643391,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
6,-14.6,10.4,-8.4,3.5,,,1050,Late Prehistoric I,5,Adult,M,Harris County Boys School (41HR80),Coast,TCP,28.9643391,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
13,-13.8,10.8,-9.1,3.3,,,1050,Late Prehistoric I,5,30-40,M,Harris County Boys School (41HR80),Coast,TCP,28.9643391,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
31,-12.4,10.6,-8.2,3.2,,,1050,Late Prehistoric I,5,20-25,M,Harris County Boys School (41HR80),Coast,TCP,28.9643391,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
4,-13.2,11.3,-8.7,3.5,,,1055,Late Prehistoric I,5,25-45,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
M4,-7.2,10.7,-3.7,3.2,1180,35,1100,Late Prehistoric I,5,Adult,M,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
12,-10.66,11.74,-8.07,3.35,1197,24,1114,Late Prehistoric I,5,young adult 10-20,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
12,-10.6,11.6,-7.3,3.4,,,1115,Late Prehistoric I,5,10-20,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
M-6,-10.25,10.96,-5.04,3.48,1201,30,1119,Late Prehistoric I,5,adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
7,-10.24,12.4,-7.71,3.26,1213,25,1129,Late Prehistoric I,5,middle adult,M,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M38,-11.1,11.2,-6.4,3.2,,,1130,Late Prehistoric I,5,Unknown,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
M5,-10,11.6,-5.9,3.3,,,1130,Late Prehistoric I,5,20-35,M,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
M9,-10,11.4,-6.3,3.2,,,1130,Late Prehistoric I,5,Adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
M13,-9.8,11.2,-5.9,3.3,,,1130,Late Prehistoric I,5,Adult,F,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
M1,-9.7,13.9,-4.1,3.3,,,1130,Late Prehistoric I,5,Adult,M,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
M8,-9.5,11.1,-6.1,3.2,,,1130,Late Prehistoric I,5,Adult,M,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
M37,-9.4,11.3,-5.4,3.2,,,1130,Late Prehistoric I,5,35-50,F,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
M35,-9.3,11.8,-6.2,3.2,,,1130,Late Prehistoric I,5,20-35,M,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
M19,-9.3,11.5,-6.3,3.3,,,1130,Late Prehistoric I,5,35-50,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
M20,-8.9,11.4,-6.1,3.3,,,1130,Late Prehistoric I,5,50,F,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
M8 (different than M8 on 379),-8.8,11.6,-5.6,3.3,,,1130,Late Prehistoric I,5,Adult,F,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
M-16,-9.6,11.71,-6.38,3.23,1231,31,1150,Late Prehistoric I,5,adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
3,-11.53,10.72,-9.36,3.41,1244,25,1189,Late Prehistoric I,5,adolescent,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
9,-11.11,11.41,-8.2,3.64,1254,27,1216,Late Prehistoric I,5,young adult 20-30,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-28,-11.02,11.65,-5.85,3.3,1261,29,1218,Late Prehistoric I,5,adult,F,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M15,-10.4,11.1,-6.1,3.2,1270,35,1218,Late Prehistoric I,5,Adult,F,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
M-12,-10.54,11.24,-7.27,3.24,1306,31,1231,Late Prehistoric I,5,Adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-8,-11.11,12.07,-4.82,3.31,1312,29,1238,Late Prehistoric I,5,adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-37,-9.22,11.16,-6.26,3.3,1345,30,1278,Late Archaic II,4,adult,F,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-16,-13.17,13.52,-8.47,3.29,1343,24,1281,Late Archaic II,4,adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
5,-11.4,11.8,-7.08,3.26,1347,25,1283,Late Archaic II,4,adult 25-50,F,Mitchell Ridge (41GV66),Coast,TCP,28.964339,-95.5074928,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-8,-9.65,11.49,-6.7,3.34,1361,29,1290,Late Archaic II,4,adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-29,-9.85,11.45,-6.19,3.29,1367,24,1293,Late Archaic II,4,adolescent,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-23,-9.32,11.36,-6.77,3.43,1370,34,1293,Late Archaic II,4,adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-14,-11.2,10.86,-7.7,3.3,1382,29,1299,Late Archaic II,4,Adult,F,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-3,-8.44,11.38,-5.57,3.46,1385,27,1300,Late Archaic II,4,adult,F,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-12,-10.5,12.23,-6.55,3.26,1389,24,1301,Late Archaic II,4,Adult,M,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-35,-9.67,11.8,-5.99,3.3,1394,25,1304,Late Archaic II,4,adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-18,-10.93,12.92,-6.95,3.25,1396,25,1305,Late Archaic II,4,adult,F,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-1,-9.8,11.72,-5,3.55,1394,33,1307,Late Archaic II,4,Adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-9,-9.54,11.55,-6.39,3.37,1398,28,1308,Late Archaic II,4,Adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-10,-11.62,11.25,-7.45,3.22,1412,26,1319,Late Archaic II,4,Adult,F,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-19,-9.34,12.11,-6.07,3.2,1416,24,1321,Late Archaic II,4,adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-35,-11.78,13.05,-8.13,3.24,1417,28,1323,Late Archaic II,4,child,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-15,-9.43,12.06,-5.81,3.29,1421,25,1324,Late Archaic II,4,Adult,M,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-14,-10.58,12.65,-6.65,3.25,1425,32,1326,Late Archaic II,4,Adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-19,-9,13.95,-7.17,3.51,1434,28,1328,Late Archaic II,4,infant,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
